Year,Event,Gender
1952,SailingMixedOnePersonDinghy,X
1956,SailingMixedOnePersonDinghy,X
1960,SailingMixedOnePersonDinghy,X
1936,Athletics100metres,F
1936,Athletics4x100metresRelay,F
1988,DivingSpringboard,F
1996,DivingPlatform,F
2000,DivingPlatform,F
2000,DivingSynchronizedSpringboard,F
2000,DivingSynchronizedPlatform,F
1984,Athletics50kilometresWalk,M
1988,Athletics50kilometresWalk,M
1968,Cycling100kilometresTeamTimeTrial,M
1968,CyclingTeamPursuit4000metres,M
2012,AthleticsTripleJump,F
2002,SkeletonSkeleton,F
2006,SkeletonSkeleton,F
2002,AlpineSkiingDownhill,F
2002,AlpineSkiingSuperG,F
2002,AlpineSkiingCombined,F
2006,AlpineSkiingDownhill,F
2006,AlpineSkiingSuperG,F
2010,AlpineSkiingDownhill,F
2010,AlpineSkiingSuperG,F
2010,AlpineSkiingGiantSlalom,F
2010,AlpineSkiingCombined,F
2014,AlpineSkiingDownhill,F
2014,AlpineSkiingCombined,F
1984,Swimming100metresBackstroke,M
1984,Swimming200metresBackstroke,M
2014,FreestyleSkiingAerials,F
1976,BoxingLightWelterweight,M
1968,WrestlingLightweightGrecoRoman,M
1968,BoxingLightHeavyweight,M
1968,GymnasticsIndividualAllAround,F
1968,GymnasticsTeamAllAround,F
1968,GymnasticsFloorExercise,F
1968,GymnasticsHorseVault,F
1968,GymnasticsUnevenBars,F
1968,GymnasticsBalanceBeam,F
2000,AthleticsTripleJump,F
2004,AthleticsTripleJump,F
2008,AthleticsTripleJump,F
1924,BobsleighFourFive,M
1920,CyclingTandemSprint2000metres,M
1920,CyclingTeamPursuit4000metres,M
1924,Cycling50kilometres,M
1992,CrossCountrySkiing15kilometres,F
1928,Athletics4x400metresRelay,M
1980,CanoeingKayakDoubles500metres,M
1952,Swimming100metresFreestyle,F
1952,Swimming4x100metresFreestyleRelay,F
1952,CrossCountrySkiing4x10kilometresRelay,M
1956,CrossCountrySkiing15kilometres,M
1956,CrossCountrySkiing30kilometres,M
2016,RowingLightweightCoxlessFours,M
1928,ArtCompetitionsMixedPaintingDrawingsAndWaterColors,X
2008,DivingSynchronizedPlatform,M
1984,CyclingPointsRace,M
1988,CyclingPointsRace,M
2000,WeightliftingSuperHeavyweight,M
1988,WeightliftingBantamweight,M
2016,HockeyHockey,M
1992,Swimming100metresFreestyle,F
1996,Swimming4x100metresMedleyRelay,F
1912,ShootingFreePistol50metres,M
1912,ShootingDuelingPistol30metres,M
2012,TaekwondoFlyweight,F
2008,SailingOnePersonDinghy,F
2012,SailingTwoPersonDinghy,F
2016,SailingTwoPersonDinghy,F
2012,Athletics400metresHurdles,M
2016,Athletics400metresHurdles,M
1996,TableTennisSingles,F
1996,AthleticsDiscusThrow,M
2004,AthleticsDiscusThrow,M
2012,BoxingLightFlyweight,M
2012,RowingSingleSculls,M
2016,RowingDoubleSculls,M
2012,Swimming200metresBreaststroke,M
1980,RowingCoxedFours,M
1952,SailingMixed55metres,X
1956,SailingMixed55metres,X
2004,Swimming200metresFreestyle,M
2004,Swimming200metresBreaststroke,M
2004,Swimming200metresIndividualMedley,M
2008,Swimming200metresBreaststroke,M
2008,Swimming200metresIndividualMedley,M
1960,RowingCoxedFours,M
1980,Swimming100metresBreaststroke,M
1980,WeightliftingMiddleHeavyweight,M
1968,BoxingLightFlyweight,M
1984,BobsleighTwo,M
1952,Athletics80metresHurdles,F
1980,RowingCoxedEights,F
2000,RowingSingleSculls,F
1980,RowingDoubleSculls,F
2016,WrestlingHeavyweightGrecoRoman,M
2016,WeightliftingSuperHeavyweight,M
2016,BoxingLightweight,F
2004,AthleticsHighJump,M
2012,CyclingBMX,F
1964,Athletics3000metresSteeplechase,M
1988,LugeMixedsDoubles,M
1996,WeightliftingMiddleHeavyweight,M
1996,Swimming200metresBreaststroke,M
1972,WeightliftingSuperHeavyweight,M
1976,WeightliftingSuperHeavyweight,M
1980,WeightliftingSuperHeavyweight,M
2012,CanoeingKayakDoubles200metres,M
2012,CanoeingKayakDoubles1000metres,M
2016,CanoeingKayakDoubles1000metres,M
1964,DivingPlatform,F
1968,DivingPlatform,F
2000,DivingSpringboard,F
2012,CanoeingKayakFours1000metres,M
1988,FigureSkatingSingles,M
2012,VolleyballVolleyball,M
1948,WeightliftingLightweight,M
1964,BoxingLightMiddleweight,M
2000,Athletics5000metres,M
1968,BoxingWelterweight,M
1912,TennisDoubles,M
1906,AthleticsMarathon,M
2004,Athletics4x100metresRelay,M
2000,HandballHandball,F
1988,Swimming100metresButterfly,F
1932,BoxingFeatherweight,M
1900,FencingSabreMastersIndividual,M
2014,AlpineSkiingSuperG,M
1932,FencingFoilTeam,M
1928,RowingCoxedEights,M
1932,RowingCoxlessFours,M
1932,RowingCoxedEights,M
1980,ShootingMixedSkeet,X
1984,ShootingMixedSkeet,X
1976,AthleticsLongJump,F
1996,CyclingRoadRaceIndividual,F
1996,CyclingMountainbikeCrossCountry,F
2000,CyclingMountainbikeCrossCountry,F
1976,WrestlingFeatherweightGrecoRoman,M
1908,LacrosseLacrosse,M
1976,Swimming100metresButterfly,F
2010,SkiJumpingLargeHillTeam,M
1972,SailingMixedTwoPersonHeavyweightDinghy,X
2000,RowingCoxedEights,F
2004,RowingCoxlessPairs,F
2008,RowingCoxedEights,F
1996,GymnasticsIndividualAllAround,M
1996,GymnasticsFloorExercise,M
1996,GymnasticsHorseVault,M
1996,GymnasticsParallelBars,M
1996,GymnasticsHorizontalBar,M
1996,GymnasticsRings,M
1996,GymnasticsPommelledHorse,M
2000,GymnasticsFloorExercise,M
2000,GymnasticsHorizontalBar,M
2004,GymnasticsIndividualAllAround,M
2004,GymnasticsFloorExercise,M
2004,GymnasticsHorseVault,M
2004,GymnasticsParallelBars,M
2004,GymnasticsHorizontalBar,M
2004,GymnasticsRings,M
2004,GymnasticsPommelledHorse,M
2004,HandballHandball,F
1936,CyclingTeamPursuit4000metres,M
1984,CyclingSprint,M
1988,Cycling1000metresTimeTrial,M
1972,AlpineSkiingGiantSlalom,M
1972,AlpineSkiingSlalom,M
1976,WrestlingLightFlyweightFreestyle,M
1980,WrestlingLightFlyweightGrecoRoman,M
1968,BoxingHeavyweight,M
1972,BoxingHeavyweight,M
2004,CanoeingKayakSingles500metres,F
2016,AthleticsLongJump,F
1976,DivingPlatform,M
1980,DivingPlatform,M
1980,Athletics10000metres,M
1992,EquestrianismMixedThreeDayEventIndividual,X
1980,Athletics20kilometresWalk,M
1980,Athletics50kilometresWalk,M
2012,Swimming400metresIndividualMedley,M
1980,AthleticsLongJump,F
1960,WrestlingBantamweightGrecoRoman,M
1992,Athletics10kilometresWalk,F
1952,BoxingLightHeavyweight,M
1976,EquestrianismMixedThreeDayEventIndividual,X
1976,EquestrianismMixedThreeDayEventTeam,X
1980,FencingFoilIndividual,F
1980,RowingCoxedEights,M
2008,BoxingSuperHeavyweight,M
1992,Swimming50metresFreestyle,M
2000,Athletics20kilometresWalk,F
1912,SailingMixed12metres,X
1988,FencingSabreIndividual,M
1972,CyclingTeamPursuit4000metres,M
2004,EquestrianismMixedThreeDayEventIndividual,X
2004,EquestrianismMixedThreeDayEventTeam,X
2012,EquestrianismMixedThreeDayEventTeam,X
1952,Athletics110metresHurdles,M
1996,FencingFoilIndividual,M
2000,FencingFoilIndividual,M
1988,TableTennisSingles,M
1964,RowingCoxedPairs,M
1932,Swimming100metresFreestyle,M
2008,BoxingLightHeavyweight,M
1964,BoxingLightHeavyweight,M
1960,WrestlingWelterweightGrecoRoman,M
2004,JudoExtraLightweight,F
1964,Swimming4x200metresFreestyleRelay,M
1984,WrestlingFlyweightFreestyle,M
1964,WrestlingFlyweightGrecoRoman,M
1960,ShootingSmallBoreRifleThreePositions50metres,M
1960,ShootingSmallBoreRifleProne50metres,M
1936,WrestlingLightweightGrecoRoman,M
2016,Athletics110metresHurdles,M
2012,WrestlingHeavyweightFreestyle,F
1984,Athletics110metresHurdles,M
2004,WeightliftingBantamweight,M
2016,Athletics100metresHurdles,F
1960,Athletics200metres,M
2004,Athletics400metres,F
1948,CyclingRoadRaceIndividual,M
1948,Cycling1000metresTimeTrial,M
1996,SailingWindsurfer,M
1960,BoxingBantamweight,M
1964,BoxingBantamweight,M
2012,TableTennisTeam,M
2016,Athletics5000metres,F
2000,DivingSynchronizedSpringboard,M
2004,DivingSpringboard,M
2004,DivingSynchronizedSpringboard,M
1972,WrestlingLightFlyweightGrecoRoman,M
1908,FencingepeeTeam,M
1912,RowingCoxedFoursOutriggers,M
1976,ShootingMixedTrap,X
1992,SailingWindsurfer,F
2000,ShootingRapidFirePistol25metres,M
2004,ShootingRapidFirePistol25metres,M
1996,CanoeingKayakDoubles1000metres,M
1988,WaterPoloWaterPolo,M
1992,WaterPoloWaterPolo,M
1996,JudoMiddleweight,M
1968,ShootingMixedTrap,X
1972,ShootingMixedTrap,X
1906,GymnasticsRopeClimbing,M
2012,BeachVolleyballBeachVolleyball,M
2016,BeachVolleyballBeachVolleyball,M
1988,BoxingLightMiddleweight,M
1992,BoxingMiddleweight,M
2008,RhythmicGymnasticsGroup,F
1960,WrestlingFlyweightFreestyle,M
1964,WrestlingFlyweightFreestyle,M
1998,AlpineSkiingSuperG,F
1972,WrestlingBantamweightGrecoRoman,M
2016,TaekwondoFeatherweight,F
1976,WrestlingLightweightGrecoRoman,M
2008,Swimming100metresButterfly,F
2012,Swimming100metresButterfly,F
1984,SailingMixedTwoPersonDinghy,X
1932,ArtCompetitionsMixedArchitectureDesignsForTownPlanning,X
1936,ArtCompetitionsMixedArchitectureUnknownEvent,X
1968,WrestlingFlyweightGrecoRoman,M
2012,Swimming100metresFreestyle,F
2016,Swimming100metresFreestyle,F
1920,ArcheryTargetArchery28metresTeam,M
1920,ArcheryTargetArchery33metresTeam,M
1920,ArcheryTargetArchery50metresTeam,M
1992,ShortTrackSpeedSkating3000metresRelay,F
1972,WrestlingBantamweightFreestyle,M
1976,WrestlingBantamweightFreestyle,M
1984,BoxingLightWelterweight,M
2000,Athletics100metresHurdles,F
2000,WrestlingMiddleweightFreestyle,M
1988,WrestlingLightFlyweightGrecoRoman,M
1936,AlpineSkiingCombined,M
2002,FreestyleSkiingMoguls,F
1996,BoxingLightWelterweight,M
1994,FreestyleSkiingMoguls,M
1968,ShootingMixedSmallBoreRifleProne50metres,X
1988,ShootingSmallBoreRifleThreePositions50metres,M
1992,ShootingSmallBoreRifleThreePositions50metres,M
2016,SailingOnePersonDinghy,F
1976,WrestlingLightHeavyweightFreestyle,M
1928,SailingMixed6metres,X
1998,ShortTrackSpeedSkating5000metresRelay,M
2002,ShortTrackSpeedSkating500metres,M
1972,Swimming100metresFreestyle,F
1972,Swimming200metresFreestyle,F
1972,Swimming4x100metresFreestyleRelay,F
1972,Swimming4x100metresMedleyRelay,F
1924,Athletics110metresHurdles,M
1948,WeightliftingHeavyweight,M
1952,WeightliftingMiddleHeavyweight,M
1952,AthleticsHammerThrow,M
1956,AthleticsHammerThrow,M
2008,BadmintonSingles,F
2012,BadmintonSingles,F
2004,TennisDoubles,M
2016,TableTennisSingles,F
1968,FencingepeeIndividual,M
1972,FencingepeeTeam,M
1900,FootballFootball,M
1920,DivingSpringboard,F
2004,ModernPentathlonIndividual,F
2000,Athletics110metresHurdles,M
2004,Athletics110metresHurdles,M
1984,CrossCountrySkiing15kilometres,M
1984,CrossCountrySkiing30kilometres,M
1984,CrossCountrySkiing50kilometres,M
1904,AthleticsPoleVault,M
1972,CanoeingCanadianDoublesSlalom,M
1992,ShootingRunningTarget10metres,M
1948,SailingMixedTwoPersonKeelboat,X
1960,Athletics50kilometresWalk,M
2004,TriathlonOlympicDistance,F
1992,SkiJumpingNormalHillIndividual,M
1992,SkiJumpingLargeHillIndividual,M
1992,SkiJumpingLargeHillTeam,M
1952,Athletics10kilometresWalk,M
1956,WrestlingBantamweightFreestyle,M
1960,WrestlingFeatherweightGrecoRoman,M
1992,Athletics100metres,F
1992,Athletics4x100metresRelay,F
2004,Athletics4x400metresRelay,F
1980,FigureSkatingSingles,F
1956,RowingCoxedFours,M
1988,GymnasticsIndividualAllAround,F
1988,GymnasticsFloorExercise,F
1988,GymnasticsHorseVault,F
1988,GymnasticsUnevenBars,F
1988,GymnasticsBalanceBeam,F
1992,GymnasticsIndividualAllAround,F
1992,GymnasticsTeamAllAround,F
1992,GymnasticsFloorExercise,F
1992,GymnasticsHorseVault,F
1992,GymnasticsUnevenBars,F
1992,GymnasticsBalanceBeam,F
2016,Athletics4x400metresRelay,M
2000,Athletics400metresHurdles,F
2004,Athletics400metresHurdles,F
1932,HockeyHockey,M
2004,BoxingLightWelterweight,M
1972,CrossCountrySkiing15kilometres,M
1972,CrossCountrySkiing4x10kilometresRelay,M
1972,CrossCountrySkiing3x5kilometresRelay,F
2012,Swimming200metresIndividualMedley,F
1920,PoloPolo,M
1968,AlpineSkiingGiantSlalom,F
1968,AlpineSkiingSlalom,F
2008,RowingCoxedEights,M
2004,SoftballSoftball,F
1948,CrossCountrySkiing18kilometres,M
1948,NordicCombinedIndividual,M
2000,ModernPentathlonIndividual,F
1920,SailingMixed12metres,X
1912,RowingCoxedFoursInriggers,M
1924,RowingCoxedEights,M
1976,FigureSkatingSingles,F
2000,Swimming200metresFreestyle,M
2000,Swimming400metresFreestyle,M
1960,BoxingLightMiddleweight,M
1992,CyclingSprint,M
1992,Cycling1000metresTimeTrial,M
1952,FencingFoilIndividual,F
1980,Athletics100metres,F
1984,AthleticsLongJump,M
2008,CyclingBMX,M
1984,GymnasticsIndividualAllAround,M
1984,GymnasticsFloorExercise,M
1984,GymnasticsHorseVault,M
1984,GymnasticsParallelBars,M
1984,GymnasticsHorizontalBar,M
1984,GymnasticsRings,M
1984,GymnasticsPommelledHorse,M
1964,FigureSkatingMixedPairs,X
2016,Swimming200metresBreaststroke,M
1924,ArtCompetitionsMixedSculpturing,X
2000,RowingLightweightDoubleSculls,F
1964,FencingSabreTeam,M
1908,HockeyHockey,M
2008,Athletics4x100metresRelay,F
1948,SpeedSkating5000metres,M
1992,WeightliftingMiddleweight,M
1992,AthleticsMarathon,F
1956,Athletics20kilometresWalk,M
1956,Athletics50kilometresWalk,M
1964,Swimming4x100metresFreestyleRelay,F
2004,WaterPoloWaterPolo,F
1976,Athletics4x100metresRelay,F
1980,Athletics4x100metresRelay,F
2004,Swimming400metresIndividualMedley,M
2008,Swimming400metresIndividualMedley,M
2012,Swimming100metresBackstroke,M
2012,Swimming200metresIndividualMedley,M
1924,CrossCountrySkiing50kilometres,M
1920,AthleticsCrossCountryIndividual,M
1920,AthleticsCrossCountryTeam,M
1952,ModernPentathlonIndividual,M
1952,ModernPentathlonTeam,M
1956,ModernPentathlonIndividual,M
1956,ModernPentathlonTeam,M
1960,ModernPentathlonIndividual,M
1960,ModernPentathlonTeam,M
1964,Cycling1000metresTimeTrial,M
1964,CyclingTeamPursuit4000metres,M
2008,TennisSingles,M
2008,TennisDoubles,M
2012,TennisSingles,M
1972,RowingCoxedFours,M
1992,WrestlingWelterweightGrecoRoman,M
1976,SailingMixedOnePersonDinghy,X
1964,FencingSabreIndividual,M
1980,GymnasticsTeamAllAround,F
1964,FigureSkatingSingles,F
1968,FigureSkatingSingles,F
1972,FigureSkatingSingles,F
2016,Swimming400metresIndividualMedley,M
2004,BasketballBasketball,M
2008,ShootingRapidFirePistol25metres,M
2004,Swimming100metresButterfly,M
2004,Swimming4x100metresMedleyRelay,M
2008,Swimming4x100metresMedleyRelay,M
2016,Swimming200metresButterfly,M
2008,EquestrianismMixedDressageIndividual,X
2012,EquestrianismMixedDressageIndividual,X
2016,EquestrianismMixedDressageTeam,X
1972,Swimming1500metresFreestyle,M
2008,FootballFootball,F
1904,LacrosseLacrosse,M
2008,Athletics1500metres,F
1948,RowingCoxlessFours,M
1952,SailingMixedThreePersonKeelboat,X
1952,RowingCoxlessFours,M
1936,ArtCompetitionsMixedSculpturingStatues,X
1908,TugOfWarTugOfWar,M
1948,AthleticsJavelinThrow,F
1960,Swimming4x200metresFreestyleRelay,M
1960,Swimming100metresBackstroke,M
1920,SailingMixed40metres,X
1972,FencingFoilIndividual,M
1976,RowingCoxedPairs,M
1952,AlpineSkiingGiantSlalom,M
1952,AlpineSkiingSlalom,M
1948,AlpineSkiingDownhill,M
1948,AlpineSkiingSlalom,M
1948,AlpineSkiingCombined,M
1952,AlpineSkiingDownhill,M
1956,AlpineSkiingDownhill,M
1956,AlpineSkiingGiantSlalom,M
1956,AlpineSkiingSlalom,M
1988,Athletics10000metres,F
1936,RowingCoxedFours,M
1920,TennisSingles,M
1948,SailingMixedOnePersonDinghy,X
1960,SailingMixedTwoPersonHeavyweightDinghy,X
1976,RowingCoxedEights,M
1992,Athletics400metresHurdles,F
1968,BobsleighFour,M
1984,Athletics20kilometresWalk,M
2016,TaekwondoHeavyweight,F
2012,BoxingFlyweight,M
2004,Athletics100metresHurdles,F
2000,WeightliftingHeavyweight,M
1988,AlpineSkiingDownhill,M
1988,AlpineSkiingSuperG,M
2000,JudoLightweight,M
2002,CrossCountrySkiing30kilometres,M
2002,CrossCountrySkiing1010kilometresPursuit,M
1996,Swimming100metresBackstroke,F
2000,Swimming100metresFreestyle,F
2000,Swimming4x100metresFreestyleRelay,F
2004,Swimming4x100metresFreestyleRelay,F
1988,FencingSabreTeam,M
1960,Swimming200metresBreaststroke,M
1964,AthleticsTripleJump,M
1968,AthleticsTripleJump,M
2016,GymnasticsTeamAllAround,F
2016,GymnasticsUnevenBars,F
2016,GymnasticsBalanceBeam,F
1996,RowingQuadrupleSculls,M
1968,CanoeingCanadianDoubles1000metres,M
1968,Swimming200metresButterfly,M
1972,CanoeingCanadianSingles1000metres,M
1976,CanoeingCanadianDoubles500metres,M
2004,CanoeingKayakSingles500metres,M
1980,AlpineSkiingGiantSlalom,F
1980,AlpineSkiingSlalom,F
2014,SkiJumpingNormalHillIndividual,F
2012,JudoHeavyweight,F
2016,JudoHeavyweight,F
1988,RowingCoxedEights,F
1992,RowingCoxlessPairs,F
1984,WeightliftingBantamweight,M
2000,ArcheryIndividual,F
2000,ArcheryTeam,F
2008,RowingLightweightCoxlessFours,M
2016,CanoeingCanadianSingles1000metres,M
1960,Swimming100metresFreestyle,M
1996,RowingCoxlessFours,M
1980,ShootingMixedSmallBoreRifleThreePositions50metres,X
1980,ShootingMixedSmallBoreRifleProne50metres,X
2000,JudoExtraLightweight,M
1928,Swimming4x200metresFreestyleRelay,M
2014,ShortTrackSpeedSkating500metres,M
2014,ShortTrackSpeedSkating1000metres,M
2014,ShortTrackSpeedSkating1500metres,M
2014,ShortTrackSpeedSkating5000metresRelay,M
2004,BeachVolleyballBeachVolleyball,M
1932,GymnasticsParallelBars,M
1932,GymnasticsRings,M
1932,GymnasticsClubSwinging,M
1968,WrestlingMiddleweightGrecoRoman,M
1976,Swimming200metresBackstroke,M
1968,Athletics3000metresSteeplechase,M
1972,Athletics10000metres,M
1980,RowingCoxlessFours,M
1972,ShootingMixedFreePistol50metres,X
1924,EquestrianismJumpingIndividual,M
1924,EquestrianismJumpingTeam,M
1928,EquestrianismJumpingIndividual,M
1928,EquestrianismJumpingTeam,M
1924,TennisSingles,F
1924,TennisMixedDoubles,X
1924,TennisDoubles,F
1988,EquestrianismMixedJumpingIndividual,X
1988,EquestrianismMixedJumpingTeam,X
1992,EquestrianismMixedJumpingTeam,X
1992,EquestrianismMixedThreeDayEventTeam,X
2012,ArcheryIndividual,M
2012,ArcheryTeam,M
1992,CanoeingKayakFours500metres,F
1932,Athletics400metres,M
1992,RowingDoubleSculls,M
1988,CrossCountrySkiing50kilometres,M
2004,RowingLightweightDoubleSculls,M
1996,JudoHalfMiddleweight,F
2000,JudoHalfMiddleweight,F
2004,JudoHalfMiddleweight,F
1968,ShootingMixedSmallBoreRifleThreePositions50metres,X
2000,WeightliftingBantamweight,M
2008,WeightliftingBantamweight,M
2012,WeightliftingBantamweight,M
1996,Swimming200metresButterfly,F
1996,Swimming50metresFreestyle,F
1996,Swimming100metresFreestyle,F
1996,Swimming4x200metresFreestyleRelay,F
1936,DivingSpringboard,M
2016,ArcheryIndividual,M
2016,ArcheryTeam,M
2008,JudoMiddleweight,F
2012,JudoMiddleweight,F
2016,JudoMiddleweight,F
1956,BobsleighTwo,M
2006,CurlingCurling,F
2016,AthleticsLongJump,M
1992,JudoLightweight,F
1976,BoxingFeatherweight,M
1948,BoxingFeatherweight,M
1920,EquestrianismJumpingTeam,M
1924,EquestrianismThreeDayEventIndividual,M
1924,EquestrianismThreeDayEventTeam,M
1964,RowingDoubleSculls,M
1984,WeightliftingMiddleweight,M
1972,BoxingLightHeavyweight,M
2004,BoxingSuperHeavyweight,M
1952,ShootingFreePistol50metres,M
2012,RhythmicGymnasticsIndividual,F
1980,FencingSabreTeam,M
2000,GymnasticsTeamAllAround,M
2004,Swimming200metresBackstroke,M
2006,CrossCountrySkiing4x10kilometresRelay,M
2006,CrossCountrySkiingTeamSprint,M
1948,Athletics110metresHurdles,M
2004,CyclingMadison,M
2008,CyclingIndividualPursuit4000metres,M
1920,WeightliftingHeavyweight,M
2006,SnowboardingHalfpipe,F
1948,Swimming200metresBreaststroke,M
1988,WrestlingBantamweightGrecoRoman,M
2016,GymnasticsIndividualAllAround,F
2016,GymnasticsFloorExercise,F
1968,ShootingMixedSkeet,X
1972,ShootingMixedSkeet,X
2012,CanoeingKayakSingles200metres,F
2012,CanoeingKayakSingles500metres,F
1904,RowingCoxlessFours,M
2016,Athletics800metres,M
1996,GymnasticsIndividualAllAround,F
1996,GymnasticsTeamAllAround,F
1996,GymnasticsFloorExercise,F
1996,GymnasticsHorseVault,F
1996,GymnasticsUnevenBars,F
1996,GymnasticsBalanceBeam,F
2000,GymnasticsIndividualAllAround,F
2000,GymnasticsTeamAllAround,F
2000,GymnasticsFloorExercise,F
2000,GymnasticsHorseVault,F
2000,GymnasticsUnevenBars,F
2000,GymnasticsBalanceBeam,F
2000,WrestlingLightweightGrecoRoman,M
1992,TableTennisDoubles,F
2008,TennisSingles,F
1956,CrossCountrySkiing10kilometres,F
1956,CrossCountrySkiing3x5kilometresRelay,F
2004,Swimming200metresIndividualMedley,F
2004,Swimming400metresIndividualMedley,F
1980,LugeSingles,F
1992,Athletics4x400metresRelay,F
1936,Swimming100metresBackstroke,M
2000,RowingLightweightCoxlessFours,M
2004,RowingLightweightCoxlessFours,M
1988,BoxingMiddleweight,M
2012,JudoLightweight,F
2016,JudoLightweight,F
1992,ShootingAirRifle10metres,M
1996,ShootingSmallBoreRifleThreePositions50metres,M
1980,HockeyHockey,M
1924,SailingMixedOnePersonDinghy,X
1924,SailingMixed6metres,X
1928,SailingMixedOnePersonDinghy,X
1932,SailingMixedOnePersonDinghy,X
2016,AthleticsHighJump,F
1996,SailingOnePersonDinghy,F
2000,SailingOnePersonDinghy,F
2004,SailingOnePersonDinghy,F
1980,VolleyballVolleyball,M
1988,VolleyballVolleyball,M
1996,RowingDoubleSculls,F
1968,EquestrianismMixedJumpingIndividual,X
1964,BoxingLightWelterweight,M
1960,CanoeingKayakRelay4x500metres,M
2016,AthleticsJavelinThrow,M
1960,FencingSabreIndividual,M
1960,FencingSabreTeam,M
1900,CyclingSprint,M
1912,Athletics1500metres,M
1912,Athletics3000metresTeam,M
1976,WeightliftingLightweight,M
1980,WeightliftingLightweight,M
2000,AthleticsDecathlon,M
1964,LugeSingles,M
1964,LugeMixedsDoubles,M
1920,Athletics800metres,M
1920,Athletics3000metresSteeplechase,M
1920,Athletics3000metresTeam,M
1924,Athletics3000metresSteeplechase,M
1924,Athletics3000metresTeam,M
